rank,player,team,games,games_started,mpg,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,reb,ast,stl,blk,tov,pf,pts,game_score,pr,pa,pra
121,Ayo Dosunmu,CHI,4.0,3.0,31.9,6.3,12.3,0.51,2.5,4.5,0.556,1.5,2.0,0.75,0.5,2.3,2.8,3.5,0.3,0.0,1.8,2.8,16.5,11.1,19.3,20.0,22.8
122,Kris Dunn,LAC,5.0,5.0,28.6,4.4,8.2,0.537,1.4,3.6,0.389,1.2,1.4,0.857,1.2,2.4,3.6,2.6,2.0,0.0,1.2,1.4,11.4,11.0,15.0,14.0,17.6
123,Rudy Gobert,MIN,4.0,4.0,31.8,3.5,5.3,0.667,0.0,0.0,,2.0,4.0,0.5,3.0,7.3,10.3,2.3,0.0,1.3,0.8,2.3,9.0,11.0,19.3,11.3,21.6
124,Spencer Jones,DEN,4.0,4.0,26.0,5.3,9.0,0.583,2.3,4.8,0.474,0.5,1.0,0.5,3.0,2.0,5.0,1.0,0.3,0.5,1.0,2.3,13.3,11.0,18.3,14.3,19.3
125,Malik Monk,SAC,4.0,0.0,25.8,6.3,13.5,0.463,1.8,5.5,0.318,1.5,1.8,0.857,0.3,2.5,2.8,2.5,1.0,1.0,1.5,1.5,15.8,11.0,18.6,18.3,21.1
126,Ajay Mitchell,OKC,4.0,0.0,20.2,4.5,7.3,0.621,0.8,1.8,0.429,2.8,4.0,0.688,0.0,2.0,2.0,3.3,0.8,0.0,1.0,1.5,12.5,10.8,14.5,15.8,17.8
127,Ace Bailey,UTA,5.0,5.0,27.5,5.4,10.6,0.509,2.4,6.0,0.4,0.4,0.4,1.0,0.6,2.8,3.4,2.2,1.0,0.8,1.0,2.4,13.6,10.7,17.0,15.8,19.2
128,Kyle Kuzma,MIL,5.0,2.0,25.4,4.2,7.6,0.553,1.4,1.6,0.875,1.6,2.4,0.667,0.6,4.4,5.0,3.6,1.0,0.0,1.4,1.4,11.4,10.7,16.4,15.0,20.0
129,Myles Turner,MIL,5.0,5.0,28.4,4.6,10.8,0.426,2.0,6.4,0.313,2.0,2.6,0.769,1.4,4.2,5.6,1.8,0.4,1.8,0.8,2.6,13.2,10.6,18.8,15.0,20.6
130,Jeremiah Fears,NOP,4.0,4.0,28.5,5.0,12.8,0.392,1.8,4.5,0.389,3.8,4.8,0.789,0.5,3.0,3.5,2.8,0.8,0.0,1.0,1.5,15.5,10.5,19.0,18.3,21.8
131,Tobias Harris,DET,5.0,5.0,27.9,5.6,11.4,0.491,1.6,4.4,0.364,2.6,3.0,0.867,1.0,3.2,4.2,1.8,0.2,0.4,1.4,2.8,15.4,10.4,19.6,17.2,21.4
132,Andrew Nembhard,IND,4.0,4.0,34.1,4.5,11.3,0.4,1.8,5.0,0.35,3.3,4.8,0.684,0.3,2.3,2.5,5.5,1.5,0.0,2.0,2.8,14.0,10.4,16.5,19.5,22.0
133,Klay Thompson,DAL,4.0,0.0,22.4,5.3,10.8,0.488,3.8,7.5,0.5,1.0,1.8,0.571,0.0,2.8,2.8,0.8,0.5,0.0,0.5,1.3,15.3,10.4,18.1,16.1,18.9
134,Jose Alvarado,NOP,4.0,0.0,29.4,5.5,13.3,0.415,2.8,8.8,0.314,1.0,1.0,1.0,0.8,3.3,4.0,4.0,1.0,0.3,1.3,4.0,14.8,10.3,18.8,18.8,22.8
135,Jase Richardson,ORL,2.0,0.0,15.7,4.5,8.0,0.563,2.0,3.0,0.667,1.5,1.5,1.0,0.5,2.0,2.5,1.5,0.5,0.0,0.5,1.0,12.5,10.3,15.0,14.0,16.5
136,Ryan Rollins,MIL,5.0,5.0,34.6,5.6,14.0,0.4,2.2,7.0,0.314,1.2,1.8,0.667,0.8,3.4,4.2,5.4,1.6,0.6,3.2,1.8,14.6,10.3,18.8,20.0,24.2
137,John Collins,LAC,5.0,5.0,31.6,4.8,9.6,0.5,1.0,3.2,0.313,2.2,2.8,0.786,1.6,3.4,5.0,0.8,0.2,1.2,0.6,1.8,12.8,10.2,17.8,13.6,18.6
138,Dylan Harper,SAS,3.0,0.0,17.2,4.7,9.0,0.519,0.3,1.7,0.2,2.0,2.7,0.75,1.0,0.0,1.0,1.7,2.0,0.0,0.0,1.7,11.7,10.2,12.7,13.4,14.4
139,Zach LaVine,SAC,4.0,4.0,34.4,7.0,16.0,0.438,2.0,6.8,0.296,2.3,3.3,0.692,0.5,2.0,2.5,3.0,1.0,0.0,2.3,2.8,18.3,10.2,20.8,21.3,23.8
140,Russell Westbrook,SAC,4.0,4.0,28.2,4.5,12.5,0.36,1.5,4.8,0.316,0.8,1.0,0.75,1.8,6.5,8.3,7.8,2.0,0.0,3.8,2.3,11.3,10.2,19.6,19.1,27.4
141,Kyle Anderson,UTA,2.0,0.0,24.1,4.5,7.0,0.643,0.5,0.5,1.0,0.0,0.0,,0.5,2.5,3.0,4.5,2.0,1.0,1.5,4.5,9.5,10.1,12.5,14.0,17.0
142,Anfernee Simons,BOS,4.0,0.0,19.7,4.8,9.0,0.528,2.0,4.5,0.444,1.3,1.5,0.833,0.5,1.5,2.0,2.3,0.3,0.3,0.5,1.3,12.8,10.1,14.8,15.1,17.1
143,Darius Garland,CLE,3.0,3.0,31.3,5.3,13.3,0.4,1.7,5.3,0.313,2.3,3.0,0.778,0.7,2.3,3.0,8.7,0.3,0.0,4.3,1.0,14.7,10.0,17.7,23.4,26.4
144,Jett Howard,ORL,3.0,0.0,17.0,5.3,11.3,0.471,2.0,6.0,0.333,1.7,1.7,1.0,1.0,2.3,3.3,1.3,0.0,0.0,0.3,1.3,14.3,10.0,17.6,15.6,18.9
145,Brandin Podziemski,GSW,3.0,1.0,26.3,4.0,9.3,0.429,2.0,4.7,0.429,1.7,2.7,0.625,0.7,4.0,4.7,3.7,1.3,0.0,1.0,2.3,11.7,10.0,16.4,15.4,20.1
146,Ryan Kalkbrenner,CHO,4.0,4.0,26.3,3.0,3.5,0.857,0.0,0.0,,1.5,2.0,0.75,2.0,3.8,5.8,0.8,0.8,1.5,0.8,0.8,7.5,9.9,13.3,8.3,14.1
147,Noah Penda,ORL,3.0,0.0,18.7,3.3,6.3,0.526,1.3,2.0,0.667,1.3,1.7,0.8,3.3,4.0,7.3,2.0,0.0,0.3,0.7,1.7,9.3,9.9,16.6,11.3,18.6
148,Tyrese Martin,BRK,5.0,2.0,22.3,4.2,10.0,0.42,2.0,5.0,0.4,1.6,1.8,0.889,1.4,3.2,4.6,2.8,1.0,0.0,1.2,1.2,12.0,9.8,16.6,14.8,19.4
149,Jared McCain,PHI,4.0,0.0,27.0,5.0,11.8,0.426,2.5,5.3,0.476,1.3,1.5,0.833,0.5,2.0,2.5,1.8,1.8,0.0,0.8,2.0,13.8,9.8,16.3,15.6,18.1
150,Dominick Barlow,PHI,4.0,3.0,30.3,4.3,8.0,0.531,0.5,2.5,0.2,1.0,1.3,0.8,1.0,5.3,6.3,2.3,0.8,1.5,1.0,2.5,10.0,9.7,16.3,12.3,18.6
151,Luke Kornet,SAS,4.0,4.0,26.8,2.8,4.8,0.579,0.0,0.0,,2.5,2.5,1.0,2.3,4.0,6.3,2.5,0.5,2.0,1.3,3.3,8.0,9.7,14.3,10.5,16.8
152,Gary Payton II,GSW,3.0,1.0,16.9,4.3,7.7,0.565,0.7,1.3,0.5,0.0,0.0,,2.0,4.0,6.0,4.0,0.3,0.0,0.7,2.7,9.3,9.7,15.3,13.3,19.3
153,Danny Wolf,BRK,3.0,0.0,20.8,4.0,9.0,0.444,2.0,4.7,0.429,2.3,2.7,0.875,1.3,4.0,5.3,2.0,0.0,0.3,0.7,2.3,12.3,9.7,17.6,14.3,19.6
154,Caris LeVert,DET,4.0,0.0,23.7,3.8,8.3,0.455,2.3,4.0,0.563,2.8,4.3,0.647,0.5,1.3,1.8,1.8,1.0,0.5,1.0,1.0,12.5,9.5,14.3,14.3,16.1
155,Goga Bitadze,ORL,3.0,0.0,17.2,3.3,5.3,0.625,0.0,0.3,0.0,0.7,0.7,1.0,2.3,3.3,5.7,1.7,1.0,2.0,0.7,2.7,7.3,9.4,13.0,9.0,14.7
156,Matas Buzelis,CHI,4.0,4.0,30.2,4.3,10.3,0.415,1.5,5.5,0.273,1.8,3.0,0.583,1.5,4.3,5.8,2.3,1.0,2.0,1.8,2.3,11.8,9.4,17.6,14.1,19.9
157,Nic Claxton,BRK,5.0,5.0,30.7,3.6,7.8,0.462,0.2,0.8,0.25,2.6,3.6,0.722,2.4,4.8,7.2,2.8,0.4,1.0,1.6,1.8,10.0,9.4,17.2,12.8,20.0
158,Moussa Diabaté,CHO,5.0,0.0,22.4,3.0,4.6,0.652,0.0,0.0,,1.4,1.6,0.875,3.0,4.6,7.6,1.2,1.0,0.6,0.6,2.6,7.4,9.4,15.0,8.6,16.2
159,Isaiah Jackson,IND,5.0,2.0,20.0,3.4,4.4,0.773,0.0,0.0,,2.6,3.0,0.867,1.4,3.0,4.4,0.8,0.8,1.4,1.2,3.0,9.4,9.3,13.8,10.2,14.6
160,Jock Landale,MEM,4.0,0.0,20.5,5.3,11.3,0.467,1.5,3.3,0.462,1.5,2.3,0.667,2.3,3.8,6.0,1.5,0.0,0.3,1.3,2.0,13.5,9.3,19.5,15.0,21.0
161,Toumani Camara,POR,4.0,4.0,31.6,4.0,10.8,0.372,2.5,7.8,0.323,1.0,1.3,0.8,2.5,4.0,6.5,2.8,1.0,0.8,1.8,2.3,11.5,9.2,18.0,14.3,20.8
162,Jordan Goodwin,PHO,6.0,2.0,24.9,4.3,10.2,0.426,1.5,4.7,0.321,0.5,0.7,0.75,2.0,3.0,5.0,2.2,1.8,0.2,1.2,1.7,10.7,9.2,15.7,12.9,17.9
163,Kevin Love,UTA,3.0,0.0,15.3,3.0,5.7,0.529,1.0,3.0,0.333,1.0,1.3,0.75,3.0,4.0,7.0,1.3,1.0,0.3,0.7,1.7,8.0,9.2,15.0,9.3,16.3
164,LaMelo Ball,CHO,4.0,4.0,26.7,4.8,14.5,0.328,2.0,7.3,0.276,1.8,2.0,0.875,0.8,4.3,5.0,7.8,0.8,0.5,2.8,3.5,13.3,9.1,18.3,21.1,26.1
165,Naz Reid,MIN,4.0,0.0,26.3,5.0,11.5,0.435,2.0,6.0,0.333,1.0,1.0,1.0,1.3,4.3,5.5,2.0,0.8,1.0,1.8,2.8,13.0,9.1,18.5,15.0,20.5
166,Jaime Jaquez Jr.,MIA,4.0,0.0,25.8,5.3,9.8,0.538,0.3,1.3,0.2,1.5,2.3,0.667,1.3,2.8,4.0,5.0,0.0,0.3,2.5,2.8,12.3,9.0,16.3,17.3,21.3
167,Royce O'Neale,PHO,6.0,6.0,31.6,3.7,9.5,0.386,3.0,7.7,0.391,0.0,0.0,,0.5,5.2,5.7,3.2,1.3,0.5,1.0,2.5,10.3,9.0,16.0,13.5,19.2
168,Antonio Reeves,CHO,1.0,0.0,15.1,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,9.0,12.0,11.0,13.0
169,Xavier Tillman Sr.,BOS,1.0,1.0,29.8,4.0,9.0,0.444,1.0,5.0,0.2,0.0,0.0,,3.0,3.0,6.0,0.0,3.0,1.0,2.0,0.0,9.0,9.0,15.0,9.0,15.0
170,Bryce McGowens,NOP,4.0,2.0,22.7,4.0,7.8,0.516,2.0,3.5,0.571,1.3,2.3,0.556,0.5,3.3,3.8,2.5,0.5,0.3,0.8,2.8,11.3,8.9,15.1,13.8,17.6
171,Jarace Walker,IND,5.0,3.0,25.3,3.6,8.0,0.45,1.8,5.0,0.36,2.0,2.6,0.769,0.4,5.4,5.8,1.8,1.0,0.6,1.8,1.2,11.0,8.9,16.8,12.8,18.6
172,Branden Carlson,OKC,1.0,0.0,8.6,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,8.8,9.0,10.0,11.0
173,Ryan Dunn,PHO,1.0,0.0,20.6,3.0,5.0,0.6,0.0,2.0,0.0,0.0,0.0,,2.0,6.0,8.0,1.0,2.0,0.0,0.0,2.0,6.0,8.8,14.0,7.0,15.0
174,Jalen Suggs,ORL,3.0,3.0,26.5,3.0,12.3,0.243,1.3,8.0,0.167,2.0,2.0,1.0,1.0,3.3,4.3,5.3,3.7,1.3,2.3,2.0,9.3,8.8,13.6,14.6,18.9
175,Quinten Post,GSW,3.0,2.0,21.9,3.7,8.3,0.44,1.0,5.0,0.2,1.3,1.7,0.8,1.0,2.7,3.7,2.7,1.3,1.0,0.7,3.0,9.7,8.7,13.4,12.4,16.1
176,Will Richard,GSW,3.0,1.0,23.1,3.7,7.7,0.478,1.7,4.7,0.357,1.0,1.3,0.75,1.7,3.0,4.7,0.3,1.3,0.0,0.0,2.3,10.0,8.7,14.7,10.3,15.0
177,Sandro Mamukelashvili,TOR,5.0,1.0,22.1,4.2,8.8,0.477,1.0,3.2,0.313,1.2,1.4,0.857,1.4,3.8,5.2,1.2,0.4,0.6,0.6,1.6,10.6,8.6,15.8,11.8,17.0
178,Micah Peavy,NOP,4.0,0.0,25.6,4.0,9.0,0.444,0.8,3.0,0.25,1.5,2.3,0.667,1.5,2.0,3.5,1.5,2.0,0.0,0.8,1.5,10.3,8.6,13.8,11.8,15.3
179,Kyle Filipowski,UTA,5.0,0.0,23.2,3.2,7.2,0.444,0.8,2.6,0.308,2.2,2.8,0.786,2.6,4.2,6.8,2.4,0.0,0.6,1.0,3.2,9.4,8.3,16.2,11.8,18.6
180,Sam Hauser,BOS,4.0,1.0,27.4,3.8,7.5,0.5,2.5,6.0,0.417,0.0,0.0,,0.5,2.8,3.3,1.8,0.5,0.3,0.0,2.5,10.0,8.3,13.3,11.8,15.1
181,Kris Murray,POR,4.0,1.0,29.5,3.0,6.5,0.462,1.0,3.0,0.333,1.0,1.5,0.667,3.5,2.5,6.0,1.3,1.3,0.0,1.0,1.3,8.0,8.3,14.0,9.3,15.3
182,Ausar Thompson,DET,5.0,5.0,27.8,3.8,7.4,0.514,0.2,0.4,0.5,1.6,2.2,0.727,2.6,4.0,6.6,2.4,1.0,0.4,2.0,3.0,9.4,8.3,16.0,11.8,18.4
183,De'Andre Hunter,CLE,4.0,4.0,29.0,4.5,10.0,0.45,2.5,6.3,0.4,2.0,3.0,0.667,0.3,3.3,3.5,2.5,0.8,0.0,2.0,3.5,13.5,8.2,17.0,16.0,19.5
184,Duncan Robinson,DET,4.0,4.0,32.6,4.0,11.3,0.356,2.5,9.0,0.278,1.3,1.5,0.833,0.3,2.8,3.0,2.8,1.3,0.5,0.8,2.5,11.8,8.2,14.8,14.6,17.6
185,Daniel Gafford,DAL,2.0,1.0,23.0,3.0,5.5,0.545,0.0,0.0,,2.0,2.5,0.8,3.0,4.5,7.5,0.0,1.0,1.0,1.5,2.0,8.0,8.0,15.5,8.0,15.5
186,Dennis Schröder,SAC,1.0,0.0,24.3,2.0,8.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,9.0,0.0,0.0,1.0,1.0,6.0,8.0,11.0,15.0,20.0
187,Precious Achiuwa,SAC,4.0,0.0,25.4,4.3,7.8,0.548,0.5,0.8,0.667,0.3,1.5,0.167,2.0,4.5,6.5,1.0,0.5,0.8,0.5,2.8,9.3,7.9,15.8,10.3,16.8
188,Egor Dёmin,BRK,4.0,4.0,28.3,4.5,12.8,0.353,2.0,7.8,0.258,0.5,0.8,0.667,0.5,4.3,4.8,3.8,0.8,1.0,1.5,1.5,11.5,7.9,16.3,15.3,20.1
189,Yves Missi,NOP,4.0,1.0,25.7,3.8,7.0,0.536,0.0,0.0,,0.3,0.5,0.5,5.0,4.0,9.0,1.0,0.0,1.5,1.8,3.0,7.8,7.8,16.8,8.8,17.8
190,Ron Holland,DET,5.0,0.0,15.0,2.6,4.0,0.65,0.2,0.8,0.25,1.2,1.2,1.0,1.0,1.0,2.0,1.6,2.0,0.2,0.8,1.4,6.6,7.7,8.6,8.2,10.2
191,Josh Minott,BOS,4.0,0.0,16.9,3.0,5.5,0.545,1.3,2.3,0.556,0.3,0.3,1.0,1.3,3.8,5.0,1.0,0.5,0.8,0.5,1.0,7.5,7.7,12.5,8.5,13.5
192,Moses Moody,GSW,3.0,3.0,28.8,4.0,12.3,0.324,2.0,8.0,0.25,1.7,1.7,1.0,1.7,3.7,5.3,0.3,1.3,0.7,0.3,2.3,11.7,7.7,17.0,12.0,17.3
193,Ja'Kobe Walter,TOR,5.0,3.0,24.9,3.4,7.0,0.486,2.0,4.2,0.476,0.4,0.4,1.0,1.4,2.4,3.8,0.6,1.0,0.4,0.6,2.0,9.2,7.7,13.0,9.8,13.6
194,Jarrett Allen,CLE,1.0,1.0,28.0,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,3.0,5.0,8.0,1.0,0.0,1.0,2.0,1.0,8.0,7.6,16.0,9.0,17.0
195,Andre Drummond,PHI,4.0,3.0,19.2,2.5,5.3,0.476,0.8,1.3,0.6,0.8,1.0,0.75,3.3,7.0,10.3,0.5,0.0,1.3,1.0,1.8,6.5,7.6,16.8,7.0,17.3
196,Tyrese Proctor,CLE,4.0,0.0,17.3,2.8,7.3,0.379,1.8,5.0,0.35,2.5,3.0,0.833,0.3,2.0,2.3,2.0,0.5,0.0,0.3,1.0,9.8,7.6,12.1,11.8,14.1
197,Derik Queen,NOP,4.0,4.0,21.0,3.5,8.0,0.438,0.0,0.3,0.0,1.8,2.0,0.875,1.0,3.3,4.3,4.0,0.8,0.5,1.3,3.0,8.8,7.6,13.1,12.8,17.1
198,Zaccharie Risacher,ATL,5.0,5.0,26.0,4.0,8.2,0.488,1.6,4.4,0.364,0.8,1.2,0.667,0.8,1.8,2.6,1.0,1.0,1.0,1.0,2.4,10.4,7.6,13.0,11.4,14.0
199,Grayson Allen,PHO,1.0,1.0,25.8,4.0,11.0,0.364,2.0,7.0,0.286,0.0,0.0,,1.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,10.0,7.5,11.0,13.0,14.0
200,Justin Champagnie,WAS,3.0,0.0,16.0,2.3,4.0,0.583,0.0,1.0,0.0,0.0,0.0,,2.3,2.7,5.0,1.0,1.0,1.0,0.0,0.3,4.7,7.5,9.7,5.7,10.7
201,Svi Mykhailiuk,UTA,5.0,5.0,24.5,3.6,7.2,0.5,1.2,4.2,0.286,0.4,0.4,1.0,0.8,2.2,3.0,3.0,0.2,0.0,0.6,1.6,8.8,7.5,11.8,11.8,14.8
202,Aaron Holiday,HOU,4.0,0.0,27.3,4.5,13.3,0.34,3.8,9.5,0.395,1.5,2.0,0.75,0.5,1.3,1.8,2.3,0.8,0.0,1.3,2.5,14.3,7.4,16.1,16.6,18.4
203,Paul Reed,DET,2.0,0.0,12.4,2.5,4.5,0.556,0.5,1.0,0.5,1.5,2.0,0.75,2.0,3.5,5.5,1.0,0.5,0.5,1.0,1.0,7.0,7.3,12.5,8.0,13.5
204,Nae'Qwan Tomlin,CLE,5.0,0.0,22.9,3.2,5.4,0.593,0.8,2.0,0.4,0.8,1.2,0.667,1.0,2.0,3.0,0.4,1.0,1.4,0.4,3.0,8.0,7.3,11.0,8.4,11.4
205,Mouhamed Gueye,ATL,5.0,0.0,20.9,3.2,5.8,0.552,0.2,1.2,0.167,0.8,1.6,0.5,0.8,2.0,2.8,0.8,1.2,1.2,0.4,1.2,7.4,7.2,10.2,8.2,11.0
206,Kevon Looney,NOP,2.0,0.0,12.8,2.5,3.0,0.833,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,1.5,1.0,0.0,0.0,2.0,5.0,7.2,9.0,6.5,10.5
207,Bobby Portis,MIL,5.0,0.0,20.7,4.8,11.2,0.429,2.0,4.2,0.476,0.2,0.4,0.5,0.8,3.8,4.6,1.4,0.6,0.0,1.2,1.6,11.8,7.2,16.4,13.2,17.8
208,Jonas Valančiūnas,DEN,4.0,0.0,13.1,3.3,5.5,0.591,0.0,0.0,,0.3,0.3,1.0,2.0,4.0,6.0,1.8,0.3,0.3,0.8,1.3,6.8,7.2,12.8,8.6,14.6
209,Isaiah Joe,OKC,4.0,0.0,18.6,3.3,7.0,0.464,1.8,4.8,0.368,1.8,1.8,1.0,0.5,2.0,2.5,0.8,0.3,0.3,0.8,1.3,10.0,7.1,12.5,10.8,13.3
210,Tristan Vukcevic,WAS,3.0,0.0,15.1,2.7,5.0,0.533,0.7,2.3,0.286,3.3,4.0,0.833,0.3,1.3,1.7,1.3,0.7,0.7,1.3,2.3,9.3,7.1,11.0,10.6,12.3
211,Cason Wallace,OKC,4.0,4.0,28.0,3.5,7.5,0.467,1.3,3.8,0.333,0.0,0.0,,1.0,2.0,3.0,2.5,1.5,0.0,1.0,2.3,8.3,7.1,11.3,10.8,13.8
212,Trey Alexander,NOP,1.0,0.0,21.2,3.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,7.0,7.0,9.0,10.0,12.0
213,Jaxson Hayes,LAL,5.0,1.0,19.0,2.6,3.0,0.867,0.0,0.0,,1.4,1.8,0.778,1.0,2.6,3.6,1.4,0.2,0.8,0.6,2.4,6.6,7.0,10.2,8.0,11.6
214,Tidjane Salaün,CHO,1.0,0.0,17.6,3.0,6.0,0.5,1.0,3.0,0.333,3.0,5.0,0.6,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,10.0,7.0,14.0,10.0,14.0
215,Adem Bona,PHI,2.0,0.0,22.4,3.5,5.0,0.7,0.5,1.0,0.5,1.0,1.0,1.0,2.0,2.5,4.5,0.0,0.0,2.5,2.0,3.5,8.5,6.9,13.0,8.5,13.0
216,Brice Sensabaugh,UTA,5.0,0.0,19.1,3.4,9.2,0.37,1.2,4.0,0.3,2.4,3.0,0.8,1.0,1.6,2.6,0.8,1.0,0.6,0.6,1.8,10.4,6.9,13.0,11.2,13.8
217,Jalen Smith,CHI,2.0,0.0,21.9,3.5,5.5,0.636,1.5,3.5,0.429,1.0,1.0,1.0,1.0,4.5,5.5,0.5,0.0,0.0,2.0,1.5,9.5,6.9,15.0,10.0,15.5
218,Vince Williams Jr.,MEM,4.0,4.0,27.3,2.8,9.8,0.282,1.0,5.0,0.2,0.8,1.5,0.5,0.8,2.3,3.0,9.0,1.3,1.0,3.0,2.0,7.3,6.9,10.3,16.3,19.3
219,Harrison Barnes,SAS,4.0,4.0,32.7,4.0,10.5,0.381,1.0,4.3,0.235,0.8,1.3,0.6,2.3,1.8,4.0,2.0,1.5,0.0,1.3,2.0,9.8,6.8,13.8,11.8,15.8
220,Buddy Hield,GSW,3.0,0.0,18.1,3.7,8.7,0.423,2.0,6.0,0.333,0.0,0.0,,1.7,2.3,4.0,1.3,0.7,0.0,1.0,1.0,9.3,6.8,13.3,10.6,14.6
221,Draymond Green,GSW,2.0,2.0,32.8,2.5,8.5,0.294,1.0,6.0,0.167,1.0,1.0,1.0,1.0,8.0,9.0,6.0,0.5,1.0,2.5,3.5,7.0,6.7,16.0,13.0,22.0
222,Rui Hachimura,LAL,5.0,5.0,30.6,4.2,9.0,0.467,1.8,4.4,0.409,0.6,0.8,0.75,0.8,2.4,3.2,0.0,0.2,0.2,0.6,1.2,10.8,6.6,14.0,10.8,14.0
223,Drake Powell,BRK,5.0,0.0,20.7,2.2,4.6,0.478,0.8,2.4,0.333,2.4,2.6,0.923,0.2,1.2,1.4,2.4,0.8,0.2,1.0,1.8,7.6,6.6,9.0,10.0,11.4
224,Brandon Williams,DAL,4.0,1.0,21.0,3.3,10.8,0.302,0.5,3.3,0.154,2.8,3.8,0.733,0.3,1.3,1.5,4.8,1.3,0.3,1.3,1.5,9.8,6.6,11.3,14.6,16.1
225,Jamaree Bouyea,PHO,5.0,0.0,14.6,2.6,4.2,0.619,1.2,2.2,0.545,0.2,0.4,0.5,0.2,1.0,1.2,1.6,0.8,0.2,0.2,1.0,6.6,6.5,7.8,8.2,9.4
226,Bennedict Mathurin,IND,5.0,5.0,31.2,5.4,14.4,0.375,2.6,6.4,0.406,2.4,3.2,0.75,0.0,3.8,3.8,2.4,0.8,0.0,3.6,2.8,15.8,6.5,19.6,18.2,22.0
227,Jae'Sean Tate,HOU,3.0,0.0,11.5,2.3,3.3,0.7,0.7,1.3,0.5,0.7,0.7,1.0,2.3,1.0,3.3,0.3,0.7,0.0,0.0,2.3,6.0,6.5,9.3,6.3,9.6
228,Cam Whitmore,WAS,3.0,0.0,14.9,3.7,7.0,0.524,0.3,2.0,0.167,0.7,0.7,1.0,1.3,1.3,2.7,0.3,0.7,0.7,0.7,1.0,8.3,6.5,11.0,8.6,11.3
229,Oso Ighodaro,PHO,6.0,1.0,21.3,2.5,3.8,0.652,0.0,0.2,0.0,0.0,1.2,0.0,0.8,3.0,3.8,2.7,1.2,0.5,0.5,2.2,5.0,6.4,8.8,7.7,11.5
230,Trayce Jackson-Davis,GSW,1.0,0.0,20.2,2.0,6.0,0.333,0.0,0.0,,1.0,2.0,0.5,4.0,2.0,6.0,1.0,0.0,2.0,0.0,1.0,5.0,6.3,11.0,6.0,12.0
231,Craig Porter Jr.,CLE,2.0,0.0,16.6,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,2.5,2.0,4.5,2.5,1.0,1.0,0.5,2.5,4.0,6.3,8.5,6.5,11.0
232,Isaiah Stewart,DET,5.0,1.0,21.7,3.2,5.4,0.593,0.4,1.0,0.4,0.8,1.6,0.5,1.8,5.8,7.6,0.6,0.2,1.6,1.8,3.6,7.6,6.3,15.2,8.2,15.8
233,Clint Capela,HOU,4.0,0.0,13.7,1.8,4.0,0.438,0.0,0.0,,0.5,0.5,1.0,3.8,2.0,5.8,0.5,0.8,0.8,0.3,0.8,4.0,6.2,9.8,4.5,10.3
234,Max Christie,DAL,4.0,4.0,26.7,3.5,8.3,0.424,2.5,6.3,0.4,0.5,0.5,1.0,0.3,2.3,2.5,1.3,0.0,0.3,1.0,0.8,10.0,6.2,12.5,11.3,13.8
235,Ousmane Dieng,OKC,1.0,0.0,14.6,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,6.2,10.0,9.0,11.0
236,Mitchell Robinson,NYK,3.0,0.0,17.7,1.3,2.3,0.571,0.0,0.0,,0.0,1.3,0.0,3.3,5.7,9.0,0.7,1.7,0.3,0.7,1.3,2.7,6.2,11.7,3.4,12.4
237,Jamal Shead,TOR,5.0,0.0,20.8,1.2,4.8,0.25,0.4,2.8,0.143,2.6,3.2,0.813,0.0,1.4,1.4,5.2,1.4,0.0,0.8,1.8,5.4,6.2,6.8,10.6,12.0
238,Jordan Walsh,BOS,4.0,4.0,27.7,2.0,4.5,0.444,0.5,2.0,0.25,2.0,2.5,0.8,2.3,3.3,5.5,1.8,1.3,0.5,1.8,3.8,6.5,6.1,12.0,8.3,13.8
239,Ben Saraf,BRK,2.0,0.0,23.9,3.0,8.5,0.353,1.5,5.5,0.273,1.0,1.0,1.0,0.5,1.0,1.5,4.5,0.5,0.5,2.5,0.0,8.5,5.9,10.0,13.0,14.5
240,VJ Edgecombe,PHI,1.0,1.0,21.4,3.0,6.0,0.5,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,7.0,5.8,9.0,9.0,11.0
241,Vit Krejci,ATL,5.0,0.0,22.2,2.2,5.8,0.379,1.4,4.4,0.318,0.8,1.2,0.667,1.0,1.6,2.6,2.4,1.0,0.4,1.0,1.4,6.6,5.8,9.2,9.0,11.6
